vehicle_age,vehicle_type,fuel_type,usage_type,vehicle_value,driver_age,annual_mileage,credit_score_tier,previous_claims_count,coverage_tier,deductible_amount,annual_premium,claim_filed,claim_amount
6,HATCHBACK,DIESEL,PERSONAL,12471.96,22,19227,GOOD,0,THIRD_PARTY,500.0,250.0,0,0.0
13,SEDAN,PETROL,RIDESHARE,5510.19,33,9980,FAIR,0,THIRD_PARTY,500.0,250.0,0,0.0
5,SUV,ELECTRIC,RIDESHARE,25027.65,70,10623,EXCELLENT,0,ZERO_DEP_PREMIUM,500.0,1511.04,1,3352.19
1,SUV,PETROL,RIDESHARE,39980.48,32,13407,GOOD,0,COMPREHENSIVE,500.0,1709.17,0,0.0
15,SUV,HYBRID,PERSONAL,10783.3,68,12359,GOOD,0,ZERO_DEP_PREMIUM,500.0,377.42,0,0.0
13,TRUCK,DIESEL,RIDESHARE,15509.24,30,16862,FAIR,1,COMPREHENSIVE,1000.0,663.02,0,0.0
3,SUV,PETROL,PERSONAL,32785.29,28,16195,FAIR,1,THIRD_PARTY,500.0,409.82,0,0.0
9,SUV,ELECTRIC,PERSONAL,11420.21,33,13972,GOOD,0,COMPREHENSIVE,500.0,325.48,1,3055.64
6,HATCHBACK,ELECTRIC,PERSONAL,9757.32,35,11465,FAIR,0,THIRD_PARTY,1000.0,250.0,0,0.0
13,COMMERCIAL_VAN,PETROL,RIDESHARE,13917.57,42,16819,GOOD,0,ZERO_DEP_PREMIUM,1000.0,730.67,0,0.0
12,SEDAN,PETROL,PERSONAL,6421.13,64,8957,FAIR,1,COMPREHENSIVE,500.0,250.0,0,0.0
5,COMMERCIAL_VAN,HYBRID,PERSONAL,16799.27,55,8669,EXCELLENT,0,ZERO_DEP_PREMIUM,500.0,587.97,0,0.0
8,SEDAN,PETROL,PERSONAL,15530.1,57,10664,FAIR,0,COMPREHENSIVE,500.0,442.61,0,0.0
12,HATCHBACK,PETROL,PERSONAL,6184.34,21,17727,EXCELLENT,1,THIRD_PARTY,1000.0,250.0,0,0.0
12,SEDAN,DIESEL,PERSONAL,8288.32,70,8733,EXCELLENT,1,COMPREHENSIVE,2000.0,271.65,0,0.0
4,SEDAN,ELECTRIC,COMMERCIAL,24217.39,75,9798,GOOD,1,COMPREHENSIVE,500.0,1071.53,0,0.0
11,SUV,ELECTRIC,PERSONAL,15775.88,65,13282,GOOD,0,ZERO_DEP_PREMIUM,500.0,552.16,0,0.0
11,SUV,HYBRID,RIDESHARE,17573.18,38,12245,FAIR,0,COMPREHENSIVE,2000.0,751.25,0,0.0
5,SUV,DIESEL,PERSONAL,30339.66,28,10792,GOOD,0,COMPREHENSIVE,250.0,864.68,0,0.0
9,SEDAN,PETROL,RIDESHARE,11536.79,75,14601,EXCELLENT,0,THIRD_PARTY,500.0,250.0,0,0.0
15,SUV,DIESEL,PERSONAL,10745.5,69,10370,POOR,0,THIRD_PARTY,500.0,250.0,1,950.26
5,TRUCK,ELECTRIC,PERSONAL,32082.18,76,17252,EXCELLENT,1,COMPREHENSIVE,1000.0,1051.49,0,0.0
13,SUV,PETROL,PERSONAL,13395.65,51,13568,POOR,0,COMPREHENSIVE,500.0,381.78,0,0.0
7,SEDAN,PETROL,PERSONAL,16813.3,47,17074,POOR,0,COMPREHENSIVE,500.0,479.18,0,0.0
7,SUV,PETROL,COMMERCIAL,15017.82,71,8942,GOOD,0,COMPREHENSIVE,1000.0,664.48,0,0.0
5,SEDAN,DIESEL,PERSONAL,14012.01,21,11832,EXCELLENT,0,COMPREHENSIVE,1000.0,499.18,0,0.0
7,HATCHBACK,HYBRID,COMMERCIAL,7325.7,31,3961,GOOD,1,COMPREHENSIVE,2000.0,281.86,0,0.0
6,HATCHBACK,DIESEL,COMMERCIAL,11565.9,28,18516,FAIR,0,THIRD_PARTY,500.0,250.0,0,0.0
0,SUV,CNG,PERSONAL,45630.69,21,22822,GOOD,0,COMPREHENSIVE,1000.0,1625.59,0,0.0
4,SEDAN,PETROL,PERSONAL,18662.75,43,11203,EXCELLENT,0,THIRD_PARTY,500.0,250.0,0,0.0
10,HATCHBACK,HYBRID,PERSONAL,6894.74,20,14177,FAIR,0,COMPREHENSIVE,250.0,250.0,0,0.0
14,SUV,ELECTRIC,PERSONAL,12294.19,73,13009,GOOD,0,THIRD_PARTY,500.0,250.0,1,2206.41
9,HATCHBACK,PETROL,PERSONAL,6291.02,71,6685,EXCELLENT,0,ZERO_DEP_PREMIUM,500.0,253.21,0,0.0
9,SUV,CNG,RIDESHARE,11324.95,74,18113,POOR,0,COMPREHENSIVE,1000.0,556.76,0,0.0
12,HATCHBACK,PETROL,PERSONAL,5354.73,54,11264,POOR,1,COMPREHENSIVE,250.0,250.0,0,0.0
9,SUV,HYBRID,PERSONAL,20637.2,55,3282,GOOD,0,ZERO_DEP_PREMIUM,1000.0,722.3,0,0.0
4,SUV,HYBRID,PERSONAL,30940.89,58,9278,EXCELLENT,0,THIRD_PARTY,1000.0,386.76,0,0.0
9,COMMERCIAL_VAN,ELECTRIC,PERSONAL,15556.11,21,6225,GOOD,0,COMPREHENSIVE,250.0,554.19,1,5106.72
13,SUV,DIESEL,COMMERCIAL,7873.99,43,13049,GOOD,0,ZERO_DEP_PREMIUM,250.0,372.05,1,1835.87
8,SUV,PETROL,COMMERCIAL,19398.09,56,13023,EXCELLENT,0,COMPREHENSIVE,250.0,746.34,0,0.0
6,SEDAN,DIESEL,COMMERCIAL,18959.87,62,17837,FAIR,0,COMPREHENSIVE,1000.0,729.48,1,1219.21
6,SUV,PETROL,COMMERCIAL,23825.92,59,20734,POOR,0,COMPREHENSIVE,1000.0,916.7,0,0.0
9,SUV,ELECTRIC,PERSONAL,15367.76,61,21101,GOOD,0,COMPREHENSIVE,500.0,437.98,0,0.0
14,SEDAN,ELECTRIC,PERSONAL,5459.68,59,7885,FAIR,0,COMPREHENSIVE,250.0,250.0,0,0.0
1,SEDAN,HYBRID,PERSONAL,31646.24,28,15286,EXCELLENT,0,THIRD_PARTY,500.0,395.58,1,5944.34
15,SUV,PETROL,COMMERCIAL,7813.72,28,16085,GOOD,0,COMPREHENSIVE,1000.0,300.63,0,0.0
7,HATCHBACK,ELECTRIC,COMMERCIAL,7085.83,71,10144,EXCELLENT,0,COMPREHENSIVE,250.0,313.52,0,0.0
15,SUV,HYBRID,PERSONAL,11120.69,55,13792,EXCELLENT,1,ZERO_DEP_PREMIUM,1000.0,389.22,0,0.0
2,SEDAN,ELECTRIC,PERSONAL,29859.8,55,14296,GOOD,1,COMPREHENSIVE,250.0,851.0,1,12488.79
14,SUV,PETROL,PERSONAL,11171.98,37,10317,FAIR,0,ZERO_DEP_PREMIUM,1000.0,391.02,0,0.0
8,SEDAN,PETROL,RIDESHARE,13906.1,43,18268,GOOD,1,COMPREHENSIVE,500.0,594.49,1,2954.37
14,SUV,PETROL,PERSONAL,8879.05,55,13558,GOOD,0,COMPREHENSIVE,250.0,253.05,0,0.0
5,SEDAN,DIESEL,COMMERCIAL,11589.23,29,11727,EXCELLENT,0,THIRD_PARTY,500.0,250.0,0,0.0
8,SEDAN,DIESEL,PERSONAL,10200.12,72,6993,FAIR,0,THIRD_PARTY,1000.0,250.0,0,0.0
14,SEDAN,CNG,PERSONAL,7700.59,46,17680,GOOD,1,ZERO_DEP_PREMIUM,250.0,269.52,0,0.0
8,SUV,PETROL,COMMERCIAL,13643.52,31,12837,EXCELLENT,0,COMPREHENSIVE,500.0,524.93,0,0.0
6,SEDAN,PETROL,PERSONAL,19469.86,67,12852,EXCELLENT,1,ZERO_DEP_PREMIUM,500.0,681.45,0,0.0
9,SUV,DIESEL,COMMERCIAL,12812.75,76,8692,EXCELLENT,0,ZERO_DEP_PREMIUM,500.0,696.21,0,0.0
11,SUV,ELECTRIC,PERSONAL,13592.53,42,16522,GOOD,1,COMPREHENSIVE,2000.0,387.39,1,4657.85
7,SUV,HYBRID,PERSONAL,19690.01,72,7393,EXCELLENT,0,ZERO_DEP_PREMIUM,500.0,792.52,0,0.0
1,SUV,ELECTRIC,COMMERCIAL,36781.68,68,3000,FAIR,0,COMPREHENSIVE,2000.0,1415.18,0,0.0
4,HATCHBACK,PETROL,PERSONAL,10195.22,59,9310,POOR,0,COMPREHENSIVE,500.0,290.56,0,0.0
15,SEDAN,DIESEL,PERSONAL,8286.17,59,14061,EXCELLENT,0,THIRD_PARTY,1000.0,250.0,0,0.0
14,SUV,HYBRID,COMMERCIAL,9719.37,56,14022,GOOD,0,ZERO_DEP_PREMIUM,500.0,459.24,0,0.0
2,SEDAN,DIESEL,PERSONAL,25623.73,43,13132,GOOD,0,COMPREHENSIVE,250.0,730.28,0,0.0
0,SEDAN,PETROL,PERSONAL,29773.58,27,11725,POOR,0,COMPREHENSIVE,250.0,848.55,0,0.0
12,SUV,PETROL,RIDESHARE,9078.44,31,13213,EXCELLENT,0,THIRD_PARTY,1000.0,250.0,0,0.0
5,SUV,PETROL,PERSONAL,25516.99,22,25371,GOOD,0,ZERO_DEP_PREMIUM,2000.0,1116.37,0,0.0
15,TRUCK,ELECTRIC,COMMERCIAL,11606.47,74,13624,GOOD,0,ZERO_DEP_PREMIUM,250.0,630.67,0,0.0
12,SUV,PETROL,COMMERCIAL,15428.78,39,10599,GOOD,0,COMPREHENSIVE,1000.0,593.62,0,0.0
15,COMMERCIAL_VAN,PETROL,PERSONAL,12158.02,28,12028,EXCELLENT,0,COMPREHENSIVE,1000.0,346.5,0,0.0
11,SEDAN,PETROL,PERSONAL,7423.09,46,11566,EXCELLENT,0,COMPREHENSIVE,1000.0,250.0,0,0.0
14,SEDAN,DIESEL,PERSONAL,5257.17,24,12811,EXCELLENT,0,COMPREHENSIVE,500.0,250.0,0,0.0
8,SEDAN,PETROL,PERSONAL,11079.89,69,8398,EXCELLENT,0,ZERO_DEP_PREMIUM,250.0,445.97,0,0.0
1,SEDAN,DIESEL,COMMERCIAL,32902.28,35,16095,EXCELLENT,0,ZERO_DEP_PREMIUM,250.0,1554.63,0,0.0
8,SUV,PETROL,COMMERCIAL,12106.02,48,13835,GOOD,0,COMPREHENSIVE,500.0,465.78,0,0.0
7,SUV,PETROL,PERSONAL,21785.03,60,8948,GOOD,1,COMPREHENSIVE,500.0,620.87,0,0.0
10,SEDAN,DIESEL,PERSONAL,11400.14,37,17088,GOOD,2,COMPREHENSIVE,250.0,324.9,0,0.0
8,TRUCK,PETROL,RIDESHARE,23848.67,74,3938,EXCELLENT,0,ZERO_DEP_PREMIUM,500.0,1439.86,0,0.0
4,HATCHBACK,PETROL,PERSONAL,9356.92,52,22186,EXCELLENT,1,COMPREHENSIVE,500.0,266.67,0,0.0
12,SEDAN,PETROL,COMMERCIAL,7199.67,24,20983,FAIR,1,THIRD_PARTY,2000.0,250.0,1,2144.73
1,SEDAN,HYBRID,COMMERCIAL,23694.29,78,20263,EXCELLENT,0,THIRD_PARTY,2000.0,459.82,0,0.0
9,SEDAN,DIESEL,PERSONAL,8534.89,47,10265,POOR,0,COMPREHENSIVE,500.0,250.0,0,0.0
9,SEDAN,PETROL,PERSONAL,8369.43,21,13583,FAIR,0,COMPREHENSIVE,250.0,298.16,0,0.0
5,SEDAN,PETROL,COMMERCIAL,12360.92,68,9701,EXCELLENT,0,THIRD_PARTY,2000.0,250.0,0,0.0
6,SUV,CNG,PERSONAL,22509.81,47,14438,FAIR,0,COMPREHENSIVE,500.0,641.53,0,0.0
2,SEDAN,DIESEL,PERSONAL,21065.95,47,12582,GOOD,0,ZERO_DEP_PREMIUM,2000.0,737.31,0,0.0
13,SEDAN,PETROL,PERSONAL,6909.0,47,10428,GOOD,1,COMPREHENSIVE,500.0,250.0,0,0.0
15,COMMERCIAL_VAN,ELECTRIC,COMMERCIAL,8505.48,70,10380,FAIR,0,COMPREHENSIVE,1000.0,376.34,1,575.1
5,SUV,ELECTRIC,PERSONAL,18985.27,35,12871,GOOD,0,ZERO_DEP_PREMIUM,500.0,664.48,0,0.0
5,TRUCK,ELECTRIC,PERSONAL,27129.4,60,25712,FAIR,0,THIRD_PARTY,1000.0,339.12,0,0.0
7,SEDAN,DIESEL,PERSONAL,11314.82,63,18374,GOOD,0,COMPREHENSIVE,500.0,322.47,0,0.0
0,SUV,PETROL,PERSONAL,42790.76,27,12885,FAIR,0,ZERO_DEP_PREMIUM,500.0,1497.68,0,0.0
3,SUV,PETROL,PERSONAL,21343.47,31,11684,GOOD,1,THIRD_PARTY,1000.0,266.79,0,0.0
15,SEDAN,HYBRID,PERSONAL,8616.59,53,15303,EXCELLENT,0,ZERO_DEP_PREMIUM,250.0,301.58,0,0.0
14,SEDAN,DIESEL,PERSONAL,5296.7,40,9741,GOOD,0,COMPREHENSIVE,500.0,250.0,0,0.0
0,SUV,PETROL,PERSONAL,48975.21,29,11473,POOR,1,THIRD_PARTY,1000.0,612.19,1,25542.75
7,SUV,HYBRID,PERSONAL,23873.86,29,3718,EXCELLENT,0,ZERO_DEP_PREMIUM,500.0,835.59,0,0.0
1,SUV,HYBRID,PERSONAL,38542.09,51,12908,GOOD,1,COMPREHENSIVE,250.0,1098.45,0,0.0
7,SUV,CNG,PERSONAL,24902.71,43,13023,GOOD,0,COMPREHENSIVE,500.0,709.73,0,0.0
2,SUV,HYBRID,PERSONAL,23773.35,23,10052,EXCELLENT,1,COMPREHENSIVE,250.0,846.93,0,0.0
7,SEDAN,CNG,RIDESHARE,11063.3,54,14531,EXCELLENT,1,COMPREHENSIVE,500.0,472.96,0,0.0
5,SEDAN,PETROL,PERSONAL,14221.18,68,13060,GOOD,0,THIRD_PARTY,500.0,250.0,0,0.0
0,SEDAN,ELECTRIC,PERSONAL,22655.57,70,10106,GOOD,0,COMPREHENSIVE,1000.0,742.54,0,0.0
6,SEDAN,ELECTRIC,RIDESHARE,13547.91,32,16203,FAIR,0,COMPREHENSIVE,1000.0,579.17,0,0.0
12,COMMERCIAL_VAN,PETROL,PERSONAL,13515.52,59,11691,GOOD,0,COMPREHENSIVE,250.0,385.19,0,0.0
6,SUV,PETROL,COMMERCIAL,14713.46,56,7786,GOOD,0,ZERO_DEP_PREMIUM,500.0,695.21,0,0.0
5,HATCHBACK,CNG,PERSONAL,9660.92,36,4574,GOOD,0,ZERO_DEP_PREMIUM,500.0,338.13,0,0.0
14,SEDAN,PETROL,PERSONAL,6057.64,57,18959,FAIR,2,THIRD_PARTY,500.0,250.0,0,0.0
0,SUV,HYBRID,PERSONAL,40487.07,64,13066,GOOD,0,ZERO_DEP_PREMIUM,1000.0,1417.05,0,0.0
4,SEDAN,PETROL,PERSONAL,24776.19,40,12875,EXCELLENT,0,THIRD_PARTY,1000.0,309.7,0,0.0
15,SEDAN,PETROL,PERSONAL,6712.21,53,12302,GOOD,0,ZERO_DEP_PREMIUM,1000.0,250.0,0,0.0
0,SEDAN,DIESEL,PERSONAL,25947.47,30,17981,FAIR,0,ZERO_DEP_PREMIUM,500.0,908.16,0,0.0
15,HATCHBACK,PETROL,PERSONAL,4500.0,48,13141,FAIR,1,COMPREHENSIVE,500.0,250.0,0,0.0
0,SUV,DIESEL,RIDESHARE,44980.72,78,19466,POOR,0,COMPREHENSIVE,500.0,2211.36,0,0.0
15,SUV,DIESEL,PERSONAL,6564.6,54,13156,EXCELLENT,0,ZERO_DEP_PREMIUM,500.0,250.0,1,2368.4
5,SUV,PETROL,PERSONAL,30818.59,43,3000,POOR,0,ZERO_DEP_PREMIUM,250.0,1078.65,0,0.0
7,TRUCK,PETROL,PERSONAL,22567.92,60,18200,GOOD,0,THIRD_PARTY,1000.0,282.1,0,0.0
0,SEDAN,PETROL,PERSONAL,23909.35,65,13918,EXCELLENT,1,COMPREHENSIVE,1000.0,681.42,0,0.0
1,SEDAN,PETROL,COMMERCIAL,32694.52,69,10218,GOOD,0,COMPREHENSIVE,500.0,1446.61,0,0.0
14,SEDAN,ELECTRIC,PERSONAL,9408.69,35,11344,EXCELLENT,0,ZERO_DEP_PREMIUM,500.0,329.3,0,0.0
4,HATCHBACK,PETROL,PERSONAL,12610.7,77,11115,GOOD,0,THIRD_PARTY,2000.0,250.0,0,0.0
7,COMMERCIAL_VAN,PETROL,PERSONAL,14000.24,64,6913,POOR,0,COMPREHENSIVE,1000.0,399.01,0,0.0
10,SEDAN,DIESEL,COMMERCIAL,12392.52,74,16447,POOR,0,COMPREHENSIVE,1000.0,548.32,1,1524.76
3,TRUCK,PETROL,PERSONAL,30998.27,50,10493,GOOD,0,ZERO_DEP_PREMIUM,2000.0,1084.94,0,0.0
14,HATCHBACK,PETROL,PERSONAL,4500.0,57,8593,GOOD,0,COMPREHENSIVE,1000.0,250.0,0,0.0
13,SEDAN,PETROL,PERSONAL,6188.66,49,31844,POOR,1,ZERO_DEP_PREMIUM,2000.0,250.0,0,0.0
4,SUV,HYBRID,PERSONAL,26326.71,21,7311,GOOD,2,THIRD_PARTY,1000.0,411.35,0,0.0
9,SUV,HYBRID,PERSONAL,18812.96,58,12104,POOR,1,THIRD_PARTY,500.0,250.0,1,6990.26
4,COMMERCIAL_VAN,ELECTRIC,PERSONAL,23220.92,36,3000,POOR,0,COMPREHENSIVE,500.0,661.8,1,3185.11
2,SEDAN,PETROL,RIDESHARE,29219.46,24,18144,GOOD,1,COMPREHENSIVE,500.0,1561.41,1,4117.27
5,HATCHBACK,PETROL,PERSONAL,8350.21,64,11228,EXCELLENT,0,COMPREHENSIVE,500.0,250.0,0,0.0
4,SEDAN,DIESEL,PERSONAL,13307.64,52,16176,GOOD,0,ZERO_DEP_PREMIUM,500.0,465.77,1,1067.72
14,HATCHBACK,ELECTRIC,PERSONAL,4918.08,43,8255,FAIR,1,COMPREHENSIVE,1000.0,250.0,0,0.0
1,SUV,CNG,PERSONAL,42408.58,61,5229,FAIR,1,ZERO_DEP_PREMIUM,500.0,1484.3,1,3082.93
13,SUV,PETROL,PERSONAL,14443.43,40,9143,GOOD,0,COMPREHENSIVE,1000.0,411.64,1,2405.16
9,HATCHBACK,PETROL,PERSONAL,8469.72,51,18554,EXCELLENT,0,ZERO_DEP_PREMIUM,2000.0,296.44,0,0.0
13,HATCHBACK,DIESEL,PERSONAL,4500.0,68,15097,EXCELLENT,1,THIRD_PARTY,250.0,250.0,0,0.0
3,TRUCK,ELECTRIC,PERSONAL,45901.49,73,5225,POOR,0,ZERO_DEP_PREMIUM,250.0,1847.53,0,0.0
10,SEDAN,ELECTRIC,PERSONAL,13603.76,24,3000,GOOD,2,THIRD_PARTY,1000.0,250.0,0,0.0
3,SUV,DIESEL,PERSONAL,22088.54,28,11054,GOOD,0,COMPREHENSIVE,500.0,629.52,0,0.0
6,SEDAN,CNG,PERSONAL,16110.4,68,17415,POOR,0,COMPREHENSIVE,500.0,459.15,1,2023.95
14,SUV,DIESEL,PERSONAL,10467.79,25,9086,FAIR,1,ZERO_DEP_PREMIUM,500.0,366.37,0,0.0
6,SUV,HYBRID,PERSONAL,20643.11,30,17343,GOOD,1,COMPREHENSIVE,500.0,588.33,1,1093.34
8,SUV,CNG,PERSONAL,23514.46,49,13071,GOOD,0,COMPREHENSIVE,1000.0,670.16,0,0.0
14,SUV,ELECTRIC,COMMERCIAL,7130.68,58,20387,FAIR,0,ZERO_DEP_PREMIUM,1000.0,336.92,0,0.0
9,COMMERCIAL_VAN,PETROL,PERSONAL,18522.41,51,9445,GOOD,2,ZERO_DEP_PREMIUM,500.0,648.28,1,3550.08
11,SEDAN,PETROL,PERSONAL,7773.62,35,12229,GOOD,0,THIRD_PARTY,1000.0,250.0,0,0.0
1,SUV,DIESEL,COMMERCIAL,35024.76,32,9551,EXCELLENT,0,ZERO_DEP_PREMIUM,500.0,1654.92,0,0.0
5,SUV,DIESEL,PERSONAL,27987.51,72,16934,FAIR,1,COMPREHENSIVE,500.0,917.29,0,0.0
15,SEDAN,HYBRID,COMMERCIAL,5513.96,60,15158,POOR,0,ZERO_DEP_PREMIUM,1000.0,260.53,0,0.0
1,SEDAN,PETROL,PERSONAL,23076.82,41,4857,POOR,0,THIRD_PARTY,1000.0,288.46,0,0.0
8,TRUCK,PETROL,PERSONAL,28254.49,64,15614,GOOD,0,THIRD_PARTY,500.0,353.18,0,0.0
1,TRUCK,ELECTRIC,PERSONAL,49370.78,38,5799,GOOD,2,COMPREHENSIVE,1000.0,1407.07,0,0.0
5,TRUCK,PETROL,PERSONAL,30228.04,35,8399,EXCELLENT,0,COMPREHENSIVE,1000.0,861.5,0,0.0
7,COMMERCIAL_VAN,PETROL,RIDESHARE,16797.38,31,15855,GOOD,1,COMPREHENSIVE,2000.0,718.09,0,0.0
5,SEDAN,PETROL,PERSONAL,16187.74,75,6854,GOOD,1,COMPREHENSIVE,1000.0,530.55,0,0.0
11,SEDAN,DIESEL,PERSONAL,11441.83,70,10828,FAIR,1,COMPREHENSIVE,500.0,375.01,0,0.0
14,SUV,PETROL,PERSONAL,12251.27,36,15917,EXCELLENT,0,COMPREHENSIVE,1000.0,349.16,0,0.0
2,SUV,HYBRID,PERSONAL,25972.59,30,14368,GOOD,1,COMPREHENSIVE,250.0,740.22,0,0.0
4,SUV,PETROL,PERSONAL,28721.88,74,14105,GOOD,0,COMPREHENSIVE,500.0,941.36,0,0.0
15,SEDAN,HYBRID,PERSONAL,4842.92,33,16063,EXCELLENT,0,THIRD_PARTY,1000.0,250.0,1,1038.49
3,SUV,DIESEL,PERSONAL,19430.79,19,18381,EXCELLENT,0,ZERO_DEP_PREMIUM,2000.0,850.1,0,0.0
15,SUV,PETROL,COMMERCIAL,9483.78,74,6917,GOOD,0,ZERO_DEP_PREMIUM,250.0,515.32,0,0.0
0,SEDAN,PETROL,PERSONAL,22283.71,51,13999,GOOD,0,THIRD_PARTY,500.0,278.55,0,0.0
4,SUV,PETROL,PERSONAL,18644.56,66,16840,GOOD,0,ZERO_DEP_PREMIUM,1000.0,652.56,0,0.0
9,SUV,DIESEL,PERSONAL,18654.18,43,15955,GOOD,0,THIRD_PARTY,2000.0,250.0,0,0.0
11,SUV,PETROL,RIDESHARE,13377.05,71,11783,EXCELLENT,1,COMPREHENSIVE,1000.0,657.65,0,0.0
4,SEDAN,PETROL,PERSONAL,22418.69,76,11523,EXCELLENT,0,COMPREHENSIVE,1000.0,734.77,0,0.0
6,HATCHBACK,DIESEL,PERSONAL,10582.91,39,16209,EXCELLENT,0,COMPREHENSIVE,2000.0,301.61,0,0.0
14,SEDAN,PETROL,RIDESHARE,8407.13,37,13463,EXCELLENT,0,THIRD_PARTY,500.0,250.0,0,0.0
11,SEDAN,PETROL,PERSONAL,8431.83,46,17423,FAIR,1,ZERO_DEP_PREMIUM,1000.0,295.11,1,1559.26
6,HATCHBACK,ELECTRIC,PERSONAL,8034.61,35,12994,EXCELLENT,0,ZERO_DEP_PREMIUM,1000.0,281.21,0,0.0
1,SUV,HYBRID,PERSONAL,36711.26,46,10819,EXCELLENT,0,ZERO_DEP_PREMIUM,1000.0,1284.89,0,0.0
13,SEDAN,PETROL,RIDESHARE,6409.45,59,4564,EXCELLENT,0,THIRD_PARTY,500.0,250.0,0,0.0
3,SUV,PETROL,RIDESHARE,34474.66,61,11463,GOOD,1,ZERO_DEP_PREMIUM,1000.0,1809.92,0,0.0
0,SUV,CNG,COMMERCIAL,38377.59,44,6960,GOOD,0,COMPREHENSIVE,1000.0,1476.58,0,0.0
12,HATCHBACK,PETROL,PERSONAL,4500.0,52,4267,EXCELLENT,0,COMPREHENSIVE,1000.0,250.0,0,0.0
4,HATCHBACK,CNG,PERSONAL,12481.93,46,8605,EXCELLENT,0,ZERO_DEP_PREMIUM,500.0,436.87,1,2294.13
4,SUV,PETROL,PERSONAL,33611.95,23,15664,POOR,1,COMPREHENSIVE,500.0,1197.43,0,0.0
3,SUV,HYBRID,COMMERCIAL,20548.97,69,11411,POOR,0,COMPREHENSIVE,1000.0,909.21,0,0.0
9,SEDAN,PETROL,RIDESHARE,8639.94,54,13301,FAIR,1,COMPREHENSIVE,500.0,369.36,0,0.0
11,SEDAN,HYBRID,PERSONAL,11891.86,76,15531,EXCELLENT,0,COMPREHENSIVE,250.0,389.76,0,0.0
11,SUV,PETROL,PERSONAL,9908.77,42,12338,GOOD,1,ZERO_DEP_PREMIUM,1000.0,346.81,0,0.0
6,SUV,DIESEL,PERSONAL,14873.78,38,9403,GOOD,0,ZERO_DEP_PREMIUM,500.0,520.58,0,0.0
5,SUV,PETROL,PERSONAL,21197.03,75,10492,GOOD,0,COMPREHENSIVE,500.0,694.73,0,0.0
12,SEDAN,PETROL,PERSONAL,8608.18,48,15975,GOOD,1,THIRD_PARTY,1000.0,250.0,0,0.0
9,SEDAN,ELECTRIC,PERSONAL,12223.34,76,12382,GOOD,1,COMPREHENSIVE,1000.0,400.62,1,2439.25
2,SUV,DIESEL,PERSONAL,31454.52,57,3000,GOOD,0,COMPREHENSIVE,500.0,896.45,0,0.0
15,SEDAN,HYBRID,PERSONAL,8461.53,67,10910,GOOD,0,COMPREHENSIVE,500.0,250.0,0,0.0
1,HATCHBACK,PETROL,COMMERCIAL,18026.27,33,14892,GOOD,0,COMPREHENSIVE,250.0,693.56,0,0.0
14,SEDAN,HYBRID,COMMERCIAL,9641.64,77,13322,FAIR,0,ZERO_DEP_PREMIUM,250.0,523.9,0,0.0
3,SUV,PETROL,RIDESHARE,28037.87,31,7907,FAIR,1,COMPREHENSIVE,500.0,1198.62,0,0.0
8,TRUCK,CNG,PERSONAL,15705.19,23,9142,GOOD,0,ZERO_DEP_PREMIUM,500.0,687.1,0,0.0
9,SEDAN,CNG,PERSONAL,15230.3,28,3731,GOOD,2,COMPREHENSIVE,500.0,434.06,0,0.0
4,SUV,PETROL,PERSONAL,17351.97,44,14972,FAIR,0,COMPREHENSIVE,2000.0,494.53,0,0.0
0,SEDAN,HYBRID,RIDESHARE,32324.95,55,15298,POOR,0,COMPREHENSIVE,1000.0,1381.89,1,5448.22
10,SUV,ELECTRIC,PERSONAL,10120.27,22,11899,GOOD,1,ZERO_DEP_PREMIUM,1000.0,442.76,0,0.0
2,SUV,PETROL,PERSONAL,36753.23,32,10923,GOOD,0,COMPREHENSIVE,1000.0,1047.47,1,7039.46
15,SUV,DIESEL,PERSONAL,11867.56,55,7633,FAIR,1,COMPREHENSIVE,500.0,338.23,0,0.0
8,SUV,PETROL,COMMERCIAL,16463.24,70,13995,GOOD,1,THIRD_PARTY,500.0,319.49,0,0.0
6,TRUCK,ELECTRIC,PERSONAL,21704.94,33,5110,FAIR,1,THIRD_PARTY,1000.0,271.31,0,0.0
2,SEDAN,PETROL,PERSONAL,18481.77,35,15995,FAIR,1,ZERO_DEP_PREMIUM,1000.0,646.86,0,0.0
0,SEDAN,PETROL,PERSONAL,27149.26,70,15106,FAIR,2,COMPREHENSIVE,1000.0,889.82,0,0.0
3,TRUCK,PETROL,COMMERCIAL,27176.27,50,17756,GOOD,1,COMPREHENSIVE,2000.0,1045.61,1,5807.67
8,SUV,DIESEL,PERSONAL,19824.75,52,12726,EXCELLENT,0,ZERO_DEP_PREMIUM,1000.0,693.87,0,0.0
11,TRUCK,HYBRID,PERSONAL,14934.96,72,10160,GOOD,0,ZERO_DEP_PREMIUM,500.0,601.13,0,0.0
15,SUV,CNG,PERSONAL,8102.47,69,14444,EXCELLENT,1,THIRD_PARTY,250.0,250.0,1,806.76
6,HATCHBACK,PETROL,COMMERCIAL,9293.97,41,16014,GOOD,1,ZERO_DEP_PREMIUM,500.0,439.14,0,0.0
4,SUV,PETROL,COMMERCIAL,26657.29,52,7290,FAIR,1,COMPREHENSIVE,2000.0,1025.64,0,0.0
12,HATCHBACK,ELECTRIC,PERSONAL,4500.0,24,12188,GOOD,0,COMPREHENSIVE,250.0,250.0,0,0.0
