claim_filed,claim_amount,fraud_flag,settlement_days,vehicle_age,vehicle_type,fuel_type,vehicle_value,engine_capacity_cc,safety_rating_ncap,anti_theft_device,driver_age,driving_experience_years,annual_mileage,usage_type,credit_score_tier,speeding_violations_count,past_claims_count,coverage_tier,deductible_amount,no_claim_bonus_pct,annual_premium,risk_zone,parking_location
0,0.0,0,0,3,SEDAN,CNG,16605.91,2770,5,1,50,29,8900,PERSONAL,POOR,0,0,COMPREHENSIVE,250,45,472.33,URBAN,LOCKED_GARAGE
0,0.0,0,0,12,LUXURY_COUPE,PETROL,25459.13,2330,3,0,31,7,17100,PERSONAL,GOOD,1,0,THIRD_PARTY,500,0,555.4,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,13,SEDAN,PETROL,6176.91,2880,1,0,26,4,16400,COMMUTE,EXCELLENT,0,0,COMPREHENSIVE,1000,0,250.0,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,6,HATCHBACK,DIESEL,9417.46,1900,4,1,42,12,13800,PERSONAL,FAIR,1,0,COMPREHENSIVE,1000,35,258.53,URBAN,LOCKED_GARAGE
0,0.0,0,0,14,TRUCK,PETROL,9621.84,2830,1,0,49,22,31000,COMMUTE,GOOD,1,0,COMPREHENSIVE,1000,45,291.71,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,17,SUV,PETROL,8930.11,910,1,1,31,8,14600,PERSONAL,FAIR,1,0,COMPREHENSIVE,1000,35,277.25,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,15,HATCHBACK,ELECTRIC,4234.52,1890,1,0,39,20,15900,COMMUTE,GOOD,2,0,COMPREHENSIVE,500,0,250.0,URBAN,STREET_PARKING
0,0.0,0,0,14,SUV,PETROL,8023.44,2190,1,0,18,0,5200,PERSONAL,GOOD,2,2,COMPREHENSIVE,500,35,250.0,URBAN,LOCKED_GARAGE
0,0.0,0,0,12,SEDAN,PETROL,9033.98,1150,4,0,53,28,20100,COMMUTE,GOOD,1,0,THIRD_PARTY,2000,35,250.0,METROPOLITAN,STREET_PARKING
1,2083.28,0,20,5,SEDAN,CNG,16265.02,800,4,0,30,11,14600,COMMERCIAL,FAIR,1,0,COMPREHENSIVE,500,45,431.1,RURAL,LOCKED_GARAGE
0,0.0,0,0,15,SEDAN,PETROL,6425.43,1700,4,0,51,30,14400,RIDESHARE,EXCELLENT,2,0,ZERO_DEP_PREMIUM,2000,20,495.0,METROPOLITAN,STREET_PARKING
0,0.0,0,0,6,SEDAN,CNG,15090.99,1460,2,1,47,15,26300,PERSONAL,GOOD,0,0,THIRD_PARTY,500,45,250.0,SUBURBAN,PRIVATE_DRIVEWAY
1,5927.73,0,9,10,HATCHBACK,PETROL,5927.73,2470,3,1,48,25,12900,PERSONAL,GOOD,0,0,COMPREHENSIVE,250,0,250.0,URBAN,PRIVATE_DRIVEWAY
1,4023.8,0,13,5,HATCHBACK,PETROL,12491.12,1250,2,1,38,16,21300,COMMERCIAL,POOR,2,1,COMPREHENSIVE,500,45,503.19,URBAN,LOCKED_GARAGE
0,0.0,0,0,5,SUV,PETROL,21563.33,1140,2,1,65,32,21200,PERSONAL,POOR,1,0,ZERO_DEP_PREMIUM,500,20,796.43,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,2,HATCHBACK,PETROL,11480.93,840,3,0,33,13,12700,PERSONAL,GOOD,0,0,COMPREHENSIVE,1000,20,377.8,URBAN,STREET_PARKING
0,0.0,0,0,18,SEDAN,PETROL,4671.01,1190,1,1,65,29,4700,PERSONAL,GOOD,0,4,COMPREHENSIVE,250,0,250.0,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,2,SEDAN,HYBRID,22557.57,3330,3,1,46,12,9900,COMMUTE,FAIR,1,0,COMPREHENSIVE,250,0,1206.44,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,1,HATCHBACK,CNG,15616.87,800,5,0,44,11,21200,PERSONAL,EXCELLENT,0,0,COMPREHENSIVE,250,35,525.16,METROPOLITAN,LOCKED_GARAGE
1,7835.82,0,29,17,COMMERCIAL_VAN,PETROL,7835.82,800,3,1,39,16,11500,COMMUTE,EXCELLENT,1,0,THIRD_PARTY,1000,0,250.0,METROPOLITAN,LOCKED_GARAGE
1,12699.87,0,13,10,SUV,PETROL,12699.87,1560,3,0,44,18,5900,PERSONAL,GOOD,2,0,ZERO_DEP_PREMIUM,250,50,545.22,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,8,SEDAN,DIESEL,12309.98,2880,3,1,42,21,14900,RIDESHARE,EXCELLENT,1,0,COMPREHENSIVE,1000,25,669.77,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,14,TRUCK,DIESEL,9155.01,2780,3,1,66,45,7000,PERSONAL,EXCELLENT,1,2,THIRD_PARTY,1000,20,250.0,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,7,COMMERCIAL_VAN,PETROL,16168.54,2610,5,1,25,5,7900,PERSONAL,GOOD,1,0,ZERO_DEP_PREMIUM,500,45,562.55,URBAN,PRIVATE_DRIVEWAY
1,9372.82,0,13,2,SUV,PETROL,26809.16,1350,4,1,39,15,7400,PERSONAL,POOR,1,0,COMPREHENSIVE,500,20,889.94,URBAN,LOCKED_GARAGE
1,6650.52,0,19,13,SEDAN,PETROL,6650.52,800,4,0,29,6,20400,COMMERCIAL,EXCELLENT,3,1,COMPREHENSIVE,1000,0,336.34,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,3,SEDAN,DIESEL,17035.97,1310,3,1,34,12,22200,COMMUTE,FAIR,1,0,COMPREHENSIVE,500,20,611.5,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,10,HATCHBACK,PETROL,6520.55,1520,5,0,42,17,5100,RIDESHARE,EXCELLENT,0,0,COMPREHENSIVE,500,45,281.99,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,18,COMMERCIAL_VAN,ELECTRIC,5901.31,1610,1,0,63,34,15300,PERSONAL,FAIR,0,0,COMPREHENSIVE,500,25,250.0,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,17,HATCHBACK,PETROL,4205.26,1460,1,0,49,22,17300,COMMUTE,EXCELLENT,1,2,ZERO_DEP_PREMIUM,1000,25,250.0,URBAN,LOCKED_GARAGE
0,0.0,0,0,6,SUV,PETROL,20432.98,1980,2,1,29,8,9500,PERSONAL,FAIR,1,2,THIRD_PARTY,500,0,414.18,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,14,HATCHBACK,DIESEL,4000.0,1140,4,0,38,17,8700,RIDESHARE,EXCELLENT,1,0,COMPREHENSIVE,500,0,250.0,URBAN,LOCKED_GARAGE
0,0.0,0,0,11,TRUCK,PETROL,15349.86,1700,4,0,58,37,24700,COMMERCIAL,POOR,0,1,COMPREHENSIVE,1000,0,701.79,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,9,SUV,HYBRID,16940.52,820,5,1,34,11,5800,COMMUTE,GOOD,0,2,ZERO_DEP_PREMIUM,250,0,1121.86,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,2,TRUCK,DIESEL,29225.95,2430,5,1,44,24,17900,COMMUTE,EXCELLENT,2,0,THIRD_PARTY,250,0,551.29,URBAN,LOCKED_GARAGE
0,0.0,0,0,7,SUV,HYBRID,17883.86,1670,4,0,48,23,16900,RIDESHARE,EXCELLENT,0,0,THIRD_PARTY,250,0,519.14,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,12,SUV,DIESEL,9916.66,2310,4,1,39,13,29500,PERSONAL,EXCELLENT,0,0,ZERO_DEP_PREMIUM,250,50,462.73,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,18,HATCHBACK,PETROL,4000.0,2610,4,0,29,7,21300,PERSONAL,GOOD,0,1,COMPREHENSIVE,250,20,250.0,METROPOLITAN,STREET_PARKING
0,0.0,0,0,0,SUV,PETROL,37092.44,820,3,1,46,24,3800,PERSONAL,EXCELLENT,1,0,COMPREHENSIVE,250,45,1019.73,URBAN,LOCKED_GARAGE
0,0.0,0,0,13,LUXURY_COUPE,DIESEL,19488.13,2520,1,1,74,39,6000,PERSONAL,FAIR,0,1,COMPREHENSIVE,2000,20,442.91,RURAL,STREET_PARKING
0,0.0,0,0,16,HATCHBACK,DIESEL,4000.0,1470,5,0,35,15,9500,PERSONAL,GOOD,0,1,COMPREHENSIVE,1000,0,250.0,RURAL,LOCKED_GARAGE
0,0.0,0,0,18,SUV,PETROL,8083.84,800,4,0,35,13,14500,COMMUTE,GOOD,3,0,COMPREHENSIVE,1000,0,253.86,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,8,SUV,PETROL,17746.61,1260,5,1,52,14,2600,PERSONAL,GOOD,0,1,COMPREHENSIVE,500,50,530.81,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,2,HATCHBACK,PETROL,11935.39,2620,4,0,75,39,16300,PERSONAL,FAIR,0,1,COMPREHENSIVE,500,35,261.86,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,5,SUV,PETROL,23157.08,1190,5,1,30,8,15700,PERSONAL,GOOD,0,0,THIRD_PARTY,500,45,264.8,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,16,HATCHBACK,PETROL,4000.0,1080,1,0,25,6,11100,COMMERCIAL,GOOD,2,1,COMPREHENSIVE,250,0,250.0,URBAN,LOCKED_GARAGE
1,1930.9,0,23,16,SUV,DIESEL,7308.87,1570,2,1,53,31,21500,PERSONAL,FAIR,1,1,THIRD_PARTY,250,20,250.0,RURAL,LOCKED_GARAGE
0,0.0,0,0,12,SUV,CNG,10428.4,2190,1,0,53,17,17800,PERSONAL,FAIR,0,0,THIRD_PARTY,500,45,250.0,METROPOLITAN,STREET_PARKING
0,0.0,0,0,2,HATCHBACK,PETROL,13928.47,1400,3,0,28,8,21700,PERSONAL,EXCELLENT,1,0,COMPREHENSIVE,2000,0,377.44,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,2,SEDAN,PETROL,20681.87,1680,2,1,38,16,31000,RIDESHARE,EXCELLENT,3,0,ZERO_DEP_PREMIUM,1000,20,1462.35,SUBURBAN,STREET_PARKING
0,0.0,0,0,9,HATCHBACK,PETROL,8155.2,800,5,1,26,7,8100,COMMERCIAL,EXCELLENT,1,0,ZERO_DEP_PREMIUM,1000,45,316.16,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,11,HATCHBACK,PETROL,6482.83,1970,2,1,37,13,17300,PERSONAL,FAIR,2,1,ZERO_DEP_PREMIUM,500,35,266.6,SUBURBAN,STREET_PARKING
0,0.0,0,0,0,SUV,DIESEL,26775.52,1740,5,0,38,8,10200,PERSONAL,EXCELLENT,1,0,COMPREHENSIVE,250,25,830.64,URBAN,LOCKED_GARAGE
0,0.0,0,0,13,HATCHBACK,PETROL,4128.04,2180,4,1,55,17,18600,COMMUTE,EXCELLENT,1,0,THIRD_PARTY,1000,0,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,10,HATCHBACK,CNG,5915.98,800,4,0,59,27,11400,COMMUTE,EXCELLENT,3,1,ZERO_DEP_PREMIUM,500,0,282.8,SUBURBAN,STREET_PARKING
0,0.0,0,0,0,TRUCK,HYBRID,32533.84,2100,3,1,41,19,11600,PERSONAL,GOOD,2,0,THIRD_PARTY,2000,25,319.19,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,1,SUV,DIESEL,27376.18,2230,3,0,63,44,7200,RIDESHARE,GOOD,0,0,COMPREHENSIVE,250,0,1587.25,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,8,SUV,CNG,17273.23,1240,4,0,55,23,17400,COMMERCIAL,EXCELLENT,1,0,ZERO_DEP_PREMIUM,1000,50,763.01,METROPOLITAN,STREET_PARKING
0,0.0,0,0,13,HATCHBACK,DIESEL,4000.0,1630,4,0,24,5,25100,RIDESHARE,GOOD,1,0,THIRD_PARTY,500,0,250.0,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,15,HATCHBACK,CNG,4000.0,1330,4,0,58,33,7300,PERSONAL,FAIR,2,0,COMPREHENSIVE,1000,0,250.0,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,8,HATCHBACK,PETROL,7827.17,1350,4,0,53,16,2000,PERSONAL,GOOD,0,0,COMPREHENSIVE,1000,0,302.66,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,5,HATCHBACK,CNG,13130.02,2360,4,1,69,36,18500,COMMUTE,EXCELLENT,0,0,THIRD_PARTY,2000,25,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,18,HATCHBACK,PETROL,4000.0,800,3,0,46,13,22400,PERSONAL,FAIR,2,1,THIRD_PARTY,500,50,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,8,SEDAN,PETROL,14001.2,1570,2,0,67,33,30800,PERSONAL,GOOD,1,0,THIRD_PARTY,250,45,250.0,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,5,HATCHBACK,CNG,10127.62,1760,5,0,18,0,13200,PERSONAL,POOR,1,0,ZERO_DEP_PREMIUM,250,35,472.35,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,8,SEDAN,PETROL,11672.64,2210,5,1,36,16,13200,PERSONAL,POOR,0,0,THIRD_PARTY,1000,20,250.0,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,0,SUV,PETROL,24250.07,1520,5,1,18,0,17900,COMMUTE,FAIR,0,0,ZERO_DEP_PREMIUM,500,25,863.68,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,5,HATCHBACK,PETROL,11079.05,2230,2,1,38,19,8300,COMMERCIAL,GOOD,1,0,COMPREHENSIVE,500,0,703.21,METROPOLITAN,PRIVATE_DRIVEWAY
1,3290.08,0,24,9,SUV,PETROL,13365.68,1560,5,1,44,15,9300,PERSONAL,POOR,0,0,COMPREHENSIVE,500,20,485.58,METROPOLITAN,STREET_PARKING
0,0.0,0,0,17,SUV,PETROL,8794.78,1680,2,0,42,16,19900,RIDESHARE,GOOD,3,0,THIRD_PARTY,500,35,250.0,SUBURBAN,STREET_PARKING
0,0.0,0,0,14,COMMERCIAL_VAN,PETROL,9067.2,1650,1,0,55,21,5100,PERSONAL,GOOD,0,1,ZERO_DEP_PREMIUM,1000,0,471.21,URBAN,STREET_PARKING
0,0.0,0,0,14,HATCHBACK,DIESEL,4000.0,2030,4,0,77,35,7500,PERSONAL,GOOD,0,1,THIRD_PARTY,500,25,250.0,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,10,HATCHBACK,HYBRID,7183.28,1950,2,1,37,15,4400,COMMUTE,FAIR,1,0,ZERO_DEP_PREMIUM,500,25,250.0,RURAL,LOCKED_GARAGE
0,0.0,0,0,2,LUXURY_COUPE,PETROL,58026.6,1780,4,0,60,34,9300,PERSONAL,POOR,1,0,THIRD_PARTY,1000,0,758.26,RURAL,LOCKED_GARAGE
0,0.0,0,0,7,SUV,HYBRID,14734.33,1740,4,0,52,16,11700,COMMUTE,GOOD,1,1,THIRD_PARTY,500,20,250.0,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,18,TRUCK,DIESEL,8126.51,2650,3,0,47,26,12300,COMMERCIAL,GOOD,0,0,COMPREHENSIVE,500,35,307.4,SUBURBAN,STREET_PARKING
0,0.0,0,0,0,SEDAN,ELECTRIC,22470.52,2550,5,1,54,20,12500,PERSONAL,FAIR,0,1,THIRD_PARTY,500,20,312.12,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,16,SUV,ELECTRIC,8385.14,940,3,0,37,10,18900,PERSONAL,FAIR,2,0,THIRD_PARTY,1000,35,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,13,SUV,CNG,7390.09,1950,5,0,57,24,12900,PERSONAL,FAIR,1,1,ZERO_DEP_PREMIUM,1000,25,308.03,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,5,SEDAN,PETROL,16010.68,1370,5,0,22,3,8700,PERSONAL,GOOD,2,0,COMPREHENSIVE,1000,25,403.42,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,14,HATCHBACK,DIESEL,4000.0,1720,4,1,44,21,6300,PERSONAL,GOOD,0,0,COMPREHENSIVE,250,25,250.0,URBAN,STREET_PARKING
1,2244.3,0,14,15,SEDAN,CNG,6159.06,900,5,0,38,16,11600,PERSONAL,GOOD,2,2,THIRD_PARTY,500,35,250.0,SUBURBAN,STREET_PARKING
0,0.0,0,0,0,HATCHBACK,DIESEL,13306.44,1590,4,1,77,48,26500,RIDESHARE,FAIR,0,0,COMPREHENSIVE,500,35,492.17,SUBURBAN,STREET_PARKING
1,7660.45,0,17,2,SEDAN,PETROL,20610.23,1810,4,1,27,6,15700,PERSONAL,POOR,1,1,ZERO_DEP_PREMIUM,500,35,645.28,RURAL,STREET_PARKING
0,0.0,0,0,12,SEDAN,DIESEL,8442.62,970,3,0,49,17,25100,PERSONAL,EXCELLENT,0,0,COMPREHENSIVE,2000,0,250.0,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,18,LUXURY_COUPE,ELECTRIC,17912.29,3440,5,0,60,23,2000,COMMERCIAL,FAIR,0,0,ZERO_DEP_PREMIUM,2000,0,1036.55,URBAN,STREET_PARKING
0,0.0,0,0,0,HATCHBACK,PETROL,15497.61,800,3,1,34,16,7900,PERSONAL,GOOD,0,1,ZERO_DEP_PREMIUM,500,20,686.82,URBAN,LOCKED_GARAGE
0,0.0,0,0,12,COMMERCIAL_VAN,DIESEL,10338.93,1950,5,0,43,13,2100,COMMUTE,GOOD,2,1,ZERO_DEP_PREMIUM,250,0,678.41,URBAN,LOCKED_GARAGE
0,0.0,0,0,2,SUV,HYBRID,28156.98,800,5,1,35,11,13100,COMMERCIAL,EXCELLENT,0,1,COMPREHENSIVE,1000,25,1060.37,SUBURBAN,PRIVATE_DRIVEWAY
1,6024.94,0,20,12,SEDAN,DIESEL,7724.25,1430,1,1,36,16,17000,PERSONAL,POOR,5,0,COMPREHENSIVE,250,0,425.66,METROPOLITAN,STREET_PARKING
0,0.0,0,0,11,HATCHBACK,PETROL,5023.16,1910,1,1,66,34,20000,COMMERCIAL,EXCELLENT,2,0,THIRD_PARTY,250,35,250.0,URBAN,LOCKED_GARAGE
0,0.0,0,0,1,HATCHBACK,DIESEL,14995.56,2060,4,1,18,0,18800,COMMUTE,EXCELLENT,1,2,THIRD_PARTY,2000,0,250.0,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,12,SEDAN,DIESEL,6106.31,1530,4,0,46,27,20200,RIDESHARE,FAIR,0,0,COMPREHENSIVE,500,25,276.84,SUBURBAN,STREET_PARKING
1,8713.22,0,12,17,TRUCK,PETROL,8925.09,2140,1,0,18,0,12500,RIDESHARE,FAIR,1,1,ZERO_DEP_PREMIUM,2000,0,537.44,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,16,HATCHBACK,DIESEL,4000.0,1970,1,0,55,24,10400,COMMUTE,EXCELLENT,2,1,COMPREHENSIVE,2000,25,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,0,HATCHBACK,PETROL,14789.06,2220,3,0,37,17,7900,COMMERCIAL,GOOD,2,0,ZERO_DEP_PREMIUM,500,50,1053.4,METROPOLITAN,STREET_PARKING
0,0.0,0,0,4,SUV,HYBRID,26929.43,2500,5,1,18,0,24100,PERSONAL,EXCELLENT,3,0,THIRD_PARTY,1000,45,302.64,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,4,HATCHBACK,ELECTRIC,12871.17,800,5,0,40,20,19100,PERSONAL,GOOD,1,1,THIRD_PARTY,500,0,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,8,SEDAN,ELECTRIC,12434.95,1470,5,0,25,4,11500,PERSONAL,FAIR,2,0,COMPREHENSIVE,1000,25,466.49,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,2,LUXURY_COUPE,DIESEL,52865.74,1070,2,1,56,17,14300,PERSONAL,GOOD,2,0,COMPREHENSIVE,250,20,2406.62,METROPOLITAN,STREET_PARKING
0,0.0,0,0,16,SUV,PETROL,7860.76,800,1,0,57,29,20700,PERSONAL,FAIR,0,0,THIRD_PARTY,500,0,250.0,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,14,SEDAN,DIESEL,5289.2,1140,3,0,26,5,9400,RIDESHARE,FAIR,1,0,THIRD_PARTY,500,45,250.0,SUBURBAN,LOCKED_GARAGE
1,5113.03,0,19,15,SEDAN,PETROL,5843.16,2160,3,0,50,24,15700,PERSONAL,POOR,0,1,ZERO_DEP_PREMIUM,2000,20,250.0,URBAN,STREET_PARKING
0,0.0,0,0,3,HATCHBACK,DIESEL,10193.21,1290,4,0,33,14,12800,PERSONAL,EXCELLENT,3,0,COMPREHENSIVE,500,25,322.22,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,0,LUXURY_COUPE,PETROL,63631.65,2310,5,1,38,18,22300,PERSONAL,POOR,0,0,THIRD_PARTY,500,25,1055.25,METROPOLITAN,STREET_PARKING
0,0.0,0,0,17,COMMERCIAL_VAN,DIESEL,8960.4,1800,5,1,70,23,12000,PERSONAL,POOR,1,1,COMPREHENSIVE,2000,45,250.0,RURAL,LOCKED_GARAGE
0,0.0,0,0,5,HATCHBACK,DIESEL,10369.06,1160,5,1,37,9,18500,COMMERCIAL,POOR,1,0,THIRD_PARTY,250,20,250.0,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,12,LUXURY_COUPE,PETROL,19307.62,1200,4,1,63,37,7600,PERSONAL,GOOD,2,0,THIRD_PARTY,1000,20,250.0,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,17,HATCHBACK,PETROL,4000.0,1120,2,0,67,35,6900,COMMUTE,GOOD,0,0,THIRD_PARTY,1000,50,250.0,URBAN,STREET_PARKING
1,6417.86,0,14,0,SUV,PETROL,23425.34,1520,5,1,38,10,6000,PERSONAL,EXCELLENT,3,0,COMPREHENSIVE,250,25,942.63,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,0,HATCHBACK,PETROL,13901.12,1900,2,0,46,12,20400,COMMUTE,POOR,0,0,COMPREHENSIVE,250,20,453.38,URBAN,STREET_PARKING
0,0.0,0,0,0,SEDAN,PETROL,26349.88,1470,5,1,36,10,18200,RIDESHARE,FAIR,1,1,COMPREHENSIVE,500,35,1315.65,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,2,SEDAN,HYBRID,16791.96,1890,4,0,42,13,22700,PERSONAL,FAIR,1,0,THIRD_PARTY,500,45,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,0,SUV,HYBRID,26408.78,2200,2,1,51,15,18100,COMMERCIAL,EXCELLENT,0,0,ZERO_DEP_PREMIUM,1000,20,1515.13,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,15,SEDAN,CNG,5068.85,2330,4,1,41,23,14900,COMMERCIAL,POOR,1,0,COMPREHENSIVE,2000,35,250.0,URBAN,LOCKED_GARAGE
0,0.0,0,0,11,LUXURY_COUPE,PETROL,28513.58,2610,2,1,48,29,12200,COMMUTE,GOOD,1,0,COMPREHENSIVE,1000,0,859.39,RURAL,STREET_PARKING
0,0.0,0,0,18,LUXURY_COUPE,PETROL,19574.04,1760,5,0,32,7,20700,COMMERCIAL,POOR,2,1,COMPREHENSIVE,500,25,856.35,URBAN,PRIVATE_DRIVEWAY
1,8430.28,0,34,15,SUV,DIESEL,8430.28,800,4,0,30,10,18100,PERSONAL,FAIR,2,0,COMPREHENSIVE,500,50,250.0,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,18,HATCHBACK,DIESEL,4000.0,850,1,1,37,16,8800,COMMERCIAL,GOOD,1,0,ZERO_DEP_PREMIUM,250,25,268.11,URBAN,STREET_PARKING
0,0.0,0,0,4,SUV,DIESEL,24893.43,900,5,1,44,18,10300,COMMUTE,FAIR,1,0,COMPREHENSIVE,500,35,730.39,URBAN,LOCKED_GARAGE
1,812.73,0,14,5,SEDAN,ELECTRIC,19374.96,1660,3,0,60,30,15100,PERSONAL,EXCELLENT,0,0,THIRD_PARTY,1000,0,312.22,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,16,SUV,DIESEL,7701.54,2830,3,0,40,13,14100,PERSONAL,FAIR,1,0,COMPREHENSIVE,2000,25,262.77,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,4,SEDAN,DIESEL,17449.26,1740,5,1,48,25,19200,COMMERCIAL,GOOD,1,0,THIRD_PARTY,250,0,399.71,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,1,SUV,CNG,31112.94,1550,5,0,29,4,18400,COMMERCIAL,POOR,0,0,COMPREHENSIVE,2000,25,1178.31,URBAN,LOCKED_GARAGE
1,5402.75,0,19,12,SEDAN,PETROL,6092.43,2230,3,0,54,26,9000,COMMUTE,GOOD,0,1,COMPREHENSIVE,250,0,250.0,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,15,SEDAN,ELECTRIC,6158.64,1060,3,1,37,12,7000,COMMUTE,EXCELLENT,1,0,THIRD_PARTY,500,50,250.0,METROPOLITAN,STREET_PARKING
0,0.0,0,0,18,SEDAN,DIESEL,6063.48,2280,1,0,39,19,3300,PERSONAL,GOOD,1,0,COMPREHENSIVE,1000,45,250.0,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,17,COMMERCIAL_VAN,PETROL,5705.81,2230,4,1,43,23,14000,COMMUTE,EXCELLENT,1,1,COMPREHENSIVE,250,0,250.0,RURAL,LOCKED_GARAGE
0,0.0,0,0,2,SEDAN,CNG,16453.5,1640,4,1,35,13,25800,PERSONAL,GOOD,1,1,COMPREHENSIVE,500,35,435.61,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,14,SUV,HYBRID,7069.09,2960,3,1,27,5,12600,COMMERCIAL,EXCELLENT,2,0,THIRD_PARTY,1000,25,250.0,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,16,HATCHBACK,ELECTRIC,4000.0,2320,5,0,49,23,13900,PERSONAL,FAIR,1,1,COMPREHENSIVE,250,0,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,13,SUV,PETROL,8297.98,1630,1,1,55,28,15700,PERSONAL,EXCELLENT,0,1,ZERO_DEP_PREMIUM,250,25,380.57,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,15,HATCHBACK,PETROL,4000.0,1510,4,1,24,4,14100,COMMUTE,EXCELLENT,4,1,THIRD_PARTY,250,45,250.0,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,15,SEDAN,DIESEL,5380.03,1320,3,0,46,19,6100,COMMUTE,GOOD,0,0,COMPREHENSIVE,1000,20,250.0,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,8,HATCHBACK,PETROL,7906.96,1520,3,1,46,14,9500,COMMUTE,GOOD,0,0,COMPREHENSIVE,500,45,250.0,RURAL,PRIVATE_DRIVEWAY
1,4516.6,0,12,0,HATCHBACK,PETROL,14833.17,1530,2,1,37,14,12400,COMMUTE,FAIR,0,2,COMPREHENSIVE,500,0,644.81,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,8,HATCHBACK,PETROL,8096.21,1390,5,0,37,12,24200,PERSONAL,EXCELLENT,0,0,COMPREHENSIVE,1000,0,269.82,URBAN,PRIVATE_DRIVEWAY
